Date de comptabilisation;Libelle simplifie;Libelle operation;Reference;Informations complementaires;Type operation;Categorie;Sous categorie;Debit;Credit;Date operation;Date de valeur;Pointage operation
19/01/2025;OPENAI CHATGPT;CB OPENAI CHATGPT 2025-01;DEMO202501000009;ABONNEMENT DEMO;Carte bancaire;Shopping et services;Services numeriques;-23,00;;18/01/2025;19/01/2025;0
18/01/2025;COTISATIONS BANCAIRES;COTISATION BOUQUET DEMO;DEMO202501000012;;Frais bancaires;Banque et assurances;Frais bancaires;-9,90;;18/01/2025;18/01/2025;0
18/01/2025;REMISE COTISATIONS;REMISE SERVICES BOUQUET DEMO;DEMO202501000013;;Frais bancaires;Banque et assurances;Frais bancaires;;+4,95;18/01/2025;18/01/2025;0
18/01/2025;PHARMACIE CENTRALE;CB PHARMACIE CENTRALE FACT 170125;DEMO202501000024;;Carte bancaire;Sante et bien-etre;Pharmacie;-32,62;;17/01/2025;18/01/2025;0
17/01/2025;NETFLIX;CB NETFLIX 2025-01;DEMO202501000008;ABONNEMENT DEMO;Carte bancaire;Loisirs et vacances;Video;-13,49;;16/01/2025;17/01/2025;0
15/01/2025;MONOPRIX;CB MONOPRIX FACT 140125;DEMO202501000016;;Carte bancaire;Alimentation;Supermarche;-83,82;;14/01/2025;15/01/2025;0
15/01/2025;SPOTIFY;CB SPOTIFY 2025-01;DEMO202501000007;ABONNEMENT DEMO;Carte bancaire;Loisirs et vacances;Musique;-11,12;;14/01/2025;15/01/2025;0
14/01/2025;FNAC DIRECT;CB FNAC DIRECT FACT 130125;DEMO202501000023;;Carte bancaire;Shopping et services;Shopping et services - autre;-83,78;;13/01/2025;14/01/2025;0
12/01/2025;ASSURANCE SERENITE;PRLV SEPA ASSURANCE SERENITE 2025-01;DEMO202501000006;ABONNEMENT DEMO;Prelevement;Banque et assurances;Assurance habitation;-38,60;;12/01/2025;12/01/2025;0
11/01/2025;MOBILE NOVA;PRLV SEPA MOBILE NOVA 2025-01;DEMO202501000005;ABONNEMENT DEMO;Prelevement;Telephonie et internet;Telephone mobile;-14,99;;11/01/2025;11/01/2025;0
11/01/2025;UBER;CB UBER TRIP FACT 100125;DEMO202501000021;;Carte bancaire;Transport;Taxi et VTC;-19,59;;10/01/2025;11/01/2025;0
09/01/2025;FIBRE NOVA;PRLV SEPA FIBRE NOVA 2025-01;DEMO202501000004;ABONNEMENT DEMO;Prelevement;Telephonie et internet;Internet;-29,99;;09/01/2025;09/01/2025;0
09/01/2025;LIDL;CB LIDL FACT 080125;DEMO202501000015;;Carte bancaire;Alimentation;Supermarche;-84,96;;08/01/2025;09/01/2025;0
07/01/2025;ENERGIE CLAIRE;PRLV SEPA ENERGIE CLAIRE 2025-01;DEMO202501000003;FACTURE MENSUELLE ENERGIE DEMO;Prelevement;Logement et immobilier;Electricite, gaz et eau;-98,00;;07/01/2025;07/01/2025;0
07/01/2025;SUSHI DEMO;CB SUSHI DEMO FACT 060125;DEMO202501000019;;Carte bancaire;Alimentation;Restaurants et cafes;-25,60;;06/01/2025;07/01/2025;0
03/01/2025;RESIDENCE DES LILAS;VIR SEPA LOYER 2025-01;DEMO202501000002;LOYER ET CHARGES DONNEES FICTIVES;Virement;Logement et immobilier;Loyer et charges;-820,00;;03/01/2025;03/01/2025;0
03/01/2025;LIDL;CB LIDL FACT 020125;DEMO202501000014;;Carte bancaire;Alimentation;Supermarche;-60,63;;02/01/2025;03/01/2025;0
